cache_lines,MRC
256,0.0160851
512,0.011341557481097213
768,0.009215514052490534
1024,0.007781510643345707
1280,0.006445794940089199
1536,0.005622282050662739
1792,0.005018438843108337
2048,0.004540894566669269
2304,0.004165047313439727
2560,0.003870252724766158
2816,0.003645426236292673
3072,0.0034561148976024365
3328,0.003295363016070264
3584,0.0031577054046335144
3840,0.003038927530322257
4096,0.002919550027336409
4352,0.0028237636296335033
4608,0.002731112433286279
4864,0.0026400545359886694
5120,0.0025533996263872906
5376,0.002470154034107122
5632,0.0023961598556634014
5888,0.0023163749774479728
6144,0.002239108539665805
6400,0.0021674443469290403
6656,0.0020938784746814456
6912,0.0020324764984039987
7168,0.0019776361730512865
7424,0.0019220934255369197
7680,0.0018687093412510583
7936,0.001816644440049281
8192,0.00176528196100916
8448,0.0016436361484086
8704,0.0016026643776866373
8960,0.0015645314204326358
9216,0.0015290248367733107
9472,0.0014953411242847256
9728,0.0014612976345913901
9984,0.001438696773233909
10240,0.0014140263363367194
10496,0.0013911033887197485
10752,0.0013710860703373337
11008,0.0013505496448452062
11264,0.0013353841790525733
11520,0.0013202872422513213
11776,0.0013061103071593597
12032,0.0012895451367177652
12288,0.0012759678303003903
12544,0.0012609599811879337
12800,0.0012491507227481904
13056,0.0012381364006084656
13312,0.001228281931647866
13568,0.0012165549079977793
13824,0.0012048141785494133
14080,0.0011925646213400455
14336,0.0011826998730307403
14592,0.0011753295800077043
14848,0.0011665527294365714
15104,0.0011564070122626023
15360,0.0011491994755940954
15616,0.0011428519777674246
15872,0.0011374707387192262
16128,0.0011316543405757544
16384,0.0011231293340479495
16640,0.0011166653369359299
16896,0.001110074561189854
17152,0.0011044825954931586
17408,0.0010982961407962292
17664,0.0010926030948372467
17920,0.001088206960040151
18176,0.0010812666864380305
18432,0.0010759094325368136
18688,0.0010710113228778514
18944,0.001065940177515651
19200,0.0010608124957355632
19456,0.0010574734206305215
19712,0.001053704326104559
19968,0.0010487154155320172
20224,0.0010450336954700695
20480,0.001041103557814364
20736,0.0010382733104703258
20992,0.001035807980005389
21248,0.0010327961308341915
21504,0.0010308207826576314
21760,0.0010276513168062575
22016,0.0010227189426516032
22272,0.0010197190860538954
22528,0.0010163320406548874
22784,0.0010141014219854326
23040,0.0010124378807196584
23296,0.0010088298293234443
23552,0.0010061537722100122
23808,0.0010035753689092968
24064,0.0010013396105654927
24320,9.975568102412562E-4
24576,9.94654607456267E-4
24832,9.914851416048913E-4
25088,9.88872473808489E-4
25344,9.854031936198226E-4
25600,9.82977267324929E-4
25856,9.821069491343908E-4
26112,9.804571136668907E-4
26368,9.77411E-4
26624,9.736143389079074E-4
26880,9.706602630899602E-4
27136,9.674146004826308E-4
27392,9.658138895560918E-4
27648,9.631916193950278E-4
27904,9.605311413098379E-4
28160,9.588057518940457E-4
28416,9.574805402098884E-4
28672,9.557390632470959E-4
28928,9.535350693080421E-4
29184,9.51693045176497E-4
29440,9.490144686009316E-4
29696,9.4648872372187E-4
29952,9.439730335596834E-4
30208,9.417328426398788E-4
30464,9.388773030473091E-4
30720,9.379663456984119E-4
30976,9.357703955328583E-4
31232,9.342923521521971E-4
31488,9.325448423592794E-4
31744,9.31420725012627E-4
32000,9.292147201301981E-4
32256,9.279196725966665E-4
32512,9.256332299792357E-4
32768,9.247423820640888E-4
33024,9.232985247208036E-4
33280,9.217722186991413E-4
33536,9.205214119198608E-4
33792,9.189568979740726E-4
34048,9.167850791290197E-4
34304,9.14790223300971E-4
34560,9.131774467141815E-4
34816,9.118542459733992E-4
35072,9.110659561703799E-4
35328,9.094913875077165E-4
35584,9.087573931758236E-4
35840,9.081138912958078E-4
36096,9.070762445142825E-4
36352,9.057972845277513E-4
36608,9.041201577529602E-4
36864,9.018397479656547E-4
37120,8.999414174196082E-4
37376,8.985498446040744E-4
37632,8.968707068859082E-4
37888,8.957345238790056E-4
38144,8.950347155844884E-4
38400,8.946204612492283E-4
38656,8.930458925865649E-4
38912,8.914492035467759E-4
39168,8.909022269487625E-4
39424,8.893739099837253E-4
39680,8.88422733767327E-4
39936,8.865606002020315E-4
40192,8.848291779561142E-4
40448,8.833591783489532E-4
40704,8.822491376059263E-4
40960,8.814548149727819E-4
41216,8.795826266906111E-4
41472,8.789351029238454E-4
41728,8.780824629328245E-4
41984,8.772056916213031E-4
42240,8.760272788035244E-4
42496,8.756291120152645E-4
42752,8.744627648577362E-4
43008,8.726488939334419E-4
43264,8.71305583758909E-4
43520,8.690312068017286E-4
43776,8.676738200235702E-4
44032,8.667709064481734E-4
44288,8.649349151467534E-4
44544,8.637484585554745E-4
44800,8.630305517705819E-4
45056,8.620230691396823E-4
45312,8.605007850047701E-4
45568,8.590810589819856E-4
45824,8.579991714462091E-4
46080,8.571324548515628E-4
46336,8.563280775015432E-4
46592,8.547977495931309E-4
46848,8.537098292272293E-4
47104,8.523182564116954E-4
47360,8.518275862281834E-4
47616,8.514998024580504E-4
47872,8.502288862450193E-4
48128,8.489539481452382E-4
48384,8.482300085302204E-4
48640,8.482199538133452E-4
48896,8.47146110051069E-4
49152,8.463598311914249E-4
49408,8.454287644087771E-4
49664,8.448777659240136E-4
49920,8.433574927324764E-4
50176,8.419277119928166E-4
50432,8.410730610584208E-4
50688,8.399931844660194E-4
50944,8.381732807116E-4
51200,8.374151550592064E-4
51456,8.36988835063696E-4
51712,8.364720226163083E-4
51968,8.354182882877826E-4
52224,8.348250599921432E-4
52480,8.34079E-4
52736,8.328999306150932E-4
52992,8.326619128701026E-4
53248,8.324128757850663E-4
53504,8.314938628252417E-4
53760,8.299533590868307E-4
54016,8.287346200777588E-4
54272,8.276613363572923E-4
54528,8.271346119031004E-4
54784,8.260150469544412E-4
55040,8.254376335360382E-4
55296,8.250409372943874E-4
55552,8.243863884956634E-4
55808,8.232183384508025E-4
56064,8.205340272156316E-4
56320,8.185439344033496E-4
56576,8.175698247432958E-4
56832,8.147907471837304E-4
57088,8.134419799621173E-4
57344,8.13051895324494E-4
57600,8.116193811185325E-4
57856,8.107356300468547E-4
58112,8.084634421293989E-4
58368,8.071278981158409E-4
58624,8.057328496660353E-4
58880,8.033262258000199E-4
59136,8.029956455986442E-4
59392,8.020149243345628E-4
59648,8.01426491576114E-4
59904,8.006793803210048E-4
60160,7.997118822649786E-4
60416,7.991873616787958E-4
